0,526.4955,403.77036,724.4651,1051.6998,0.9003882,0.0
0,326.00812,542.80084,540.26575,1070.116,0.8674643,0.0
1,526.4978,404.3735,724.4868,1051.4873,0.90062743,0.0
1,326.30148,542.6499,540.12964,1069.811,0.8652253,0.0
2,526.6775,404.328,724.402,1051.6127,0.90058666,0.0
2,326.2595,542.60223,539.60284,1069.9801,0.86400276,0.0
3,527.0295,404.3723,724.3347,1051.425,0.9018906,0.0
3,326.46194,542.4868,539.26624,1068.8911,0.8642375,0.0
4,526.98615,404.41617,724.27203,1051.447,0.90189177,0.0
4,326.4679,542.48926,539.30896,1068.8645,0.864409,0.0
5,526.8873,404.59808,724.33606,1051.364,0.9025826,0.0
5,326.4913,542.58484,539.1923,1069.2908,0.8632621,0.0
6,526.937,405.15857,724.4785,1051.3408,0.9028343,0.0
6,326.66464,542.57947,538.96716,1069.0161,0.86385816,0.0
7,526.6643,405.02737,724.4276,1051.4236,0.9019959,0.0
7,326.74255,542.35187,539.8308,1069.7223,0.8647079,0.0
8,526.7232,405.27145,724.36804,1051.4779,0.9009453,0.0
8,326.68768,542.0686,540.5922,1070.1589,0.86535287,0.0
9,526.6079,405.48358,724.30237,1051.5564,0.9003502,0.0
9,326.6704,541.95667,540.67914,1070.774,0.86751723,0.0
10,527.75415,402.91635,722.6555,1054.7474,0.90016085,0.0
10,326.4889,542.1286,540.316,1070.6497,0.8673303,0.0
11,526.73926,405.348,724.1664,1051.6595,0.9008261,0.0
11,326.62158,541.79065,540.01984,1070.3662,0.865297,0.0
12,527.48193,403.08197,722.29443,1054.7549,0.90072113,0.0
12,326.42953,541.4506,540.3629,1071.0121,0.86708385,0.0
13,526.44214,405.2308,723.97833,1051.7256,0.9013181,0.0
13,326.25006,541.6503,540.1266,1070.8833,0.8666995,0.0
14,526.34534,405.18777,724.0481,1051.5071,0.90163904,0.0
14,326.13882,541.47424,539.7889,1070.4868,0.86676025,0.0
15,526.2549,405.1895,724.04083,1051.6522,0.90131944,0.0
15,326.25705,541.7654,539.5266,1069.7491,0.8647966,0.0
16,526.0787,404.2163,724.1069,1051.727,0.90082467,0.0
16,326.34665,541.88574,540.06354,1070.245,0.866445,0.0
17,525.8585,404.15112,724.224,1051.5483,0.9017576,0.0
17,326.53827,541.6084,539.2106,1068.9939,0.86464787,0.0
18,525.65454,403.71112,724.1775,1051.4286,0.90218025,0.0
18,326.53577,541.77075,538.8872,1069.0742,0.8656756,0.0
19,525.47205,403.29117,724.32153,1051.6335,0.9016076,0.0
19,326.40524,541.9553,539.63873,1069.7778,0.8669816,0.0
20,525.3675,403.12473,724.3019,1051.5752,0.90133274,0.0
20,326.15515,542.0294,540.1214,1070.0948,0.8667522,0.0
21,525.4867,403.39893,724.2992,1051.6367,0.9017573,0.0
21,326.03882,541.9331,540.1907,1070.3215,0.86832523,0.0
22,525.822,403.55695,724.1926,1051.5685,0.902142,0.0
22,325.98535,541.8649,539.6774,1069.986,0.86668277,0.0
23,525.8432,404.3756,724.4824,1051.0521,0.90335035,0.0
23,326.59415,542.0757,538.5474,1068.0383,0.8571044,0.0
24,525.84863,404.97958,724.4878,1050.9415,0.9033111,0.0
24,326.256,542.26624,538.45624,1068.4535,0.8588102,0.0
25,525.91016,404.93985,724.5231,1051.2081,0.90288395,0.0
25,326.32443,542.2512,539.0367,1069.0186,0.8593425,0.0
26,525.9187,405.1128,724.37634,1050.9329,0.9033585,0.0
26,326.15665,542.1941,538.8358,1068.9592,0.860435,0.0
27,525.73987,405.22733,724.33984,1050.807,0.90400344,0.0
27,326.09912,542.4586,538.9012,1068.4451,0.85871595,0.0
28,525.58716,405.81866,724.3416,1050.8163,0.9043987,0.0
28,326.16208,542.4094,538.42566,1067.8229,0.8558403,0.0
29,525.7003,405.81674,724.3186,1051.057,0.9042117,0.0
29,325.9304,542.14844,538.7046,1067.7102,0.8541133,0.0
30,525.19165,406.64044,724.28705,1051.2197,0.90350235,0.0
30,325.97406,542.11743,538.6129,1068.8718,0.8579272,0.0
31,525.26483,406.04755,724.2509,1051.0945,0.90366644,0.0
31,325.91177,542.46094,538.70636,1068.9409,0.8596113,0.0
32,525.40753,405.91022,724.2963,1051.1473,0.9040967,0.0
32,325.35635,542.98816,539.30383,1069.3354,0.8604049,0.0
33,525.2927,405.6112,724.03033,1051.215,0.9032497,0.0
33,324.95337,542.7794,539.48645,1069.6755,0.8612281,0.0
34,525.6039,406.1902,723.9161,1051.1542,0.9039699,0.0
34,324.9474,542.73755,539.438,1069.6218,0.8589487,0.0
35,525.7642,405.70908,724.0251,1051.2097,0.9046631,0.0
35,325.02673,543.15356,538.85,1069.0211,0.8591728,0.0
36,525.811,405.63144,724.0091,1051.1915,0.90522933,0.0
36,325.01605,543.09686,538.75635,1068.6815,0.8589393,0.0
37,525.7938,405.8997,724.0006,1051.2008,0.9051083,0.0
37,324.6723,543.0951,539.6141,1068.9597,0.8601047,0.0
38,525.8251,406.10815,723.91797,1051.313,0.90476125,0.0
38,324.56647,542.84937,539.4553,1069.2017,0.85799724,0.0
39,525.9344,406.15054,723.9003,1051.3955,0.9045989,0.0
39,324.75433,542.586,539.09717,1069.0096,0.8554039,0.0
40,526.3343,406.43884,723.9612,1051.4402,0.9058133,0.0
40,324.55148,542.49115,538.73895,1068.6777,0.8539155,0.0
